-1643.2036394597328,-1625.9772763203762,-1625.0202561459676,-1681.4844464360806,-1761.8741410864113,-1876.7165620154549,-1675.7423253896284,-1657.5589420758633
-1654.6878815526372,-1642.2466192853242,-1637.4615184132806,-1680.527426261672,-1773.3583831793155,-1758.0460603887764,-1679.5704060872633,-1662.3440429479067
-1654.6878815526372,-1638.4185385876892,-1632.676417541237,-1680.527426261672,-1720.7222735868372,-1678.6133859128545,-1681.4844464360806,-1661.387022773498
-1663.3010631223153,-1634.5904578900545,-1669.0431841687675,-1686.2695473081242,-1695.8397490522111,-1617.3640947506979,-1678.6133859128545,-1719.7652534124286
-1649.9027806805937,-1646.074699982959,-1640.3325789365067,-1682.4414666104894,-1664.2580832967242,-1555.1577834141326,-1679.5704060872633,-1699.6678297498459
-1661.387022773498,-1640.3325789365067,-1643.2036394597328,-1681.4844464360806,-1674.7853052152198,-1595.3526307392979,-1675.7423253896284,-1714.0231323659764
-1708.2810113195242,-1648.945760506185,-1645.1176798085503,-1680.527426261672,-1752.3039393423242,-1639.375558762098,-1670.957224517585,-1709.2380314939328
-1671.9142446919936,-1650.8598008550023,-1624.063235971559,-1681.4844464360806,-1789.6277261442635,-1656.6019219014545,-1675.7423253896284,-1723.5933341100633
-1691.0546481801675,-1653.7308613782284,-1647.9887403317762,-1689.1406078313503,-1736.991616551785,-1637.4615184132806,-1688.1835876569417,-1722.6363139356547
-1670.957224517585,-1649.9027806805937,-1647.0317201573675,-1686.2695473081242,-1710.1950516683416,-1609.7079333554284,-1684.3555069593067,-1692.0116683545764
-1673.8282850408111,-1651.8168210294111,-1653.7308613782284,-1680.527426261672,-1633.6334377156459,-1583.8683886463937,-1668.086163994359,-1706.3669709707067
-1669.0431841687675,-1640.3325789365067,-1654.6878815526372,-1669.0431841687675,-1560.8999044605848,-1603.0087921345676,-1664.2580832967242,-1665.2151034711328
-1665.2151034711328,-1633.6334377156459,-1660.4300025990892,-1665.2151034711328,-1519.748036961011,-1636.504498238872,-1678.6133859128545,-1660.4300025990892
-1665.2151034711328,-1631.7193973668284,-1659.4729824246806,-1663.3010631223153,-1536.9744001003673,-1656.6019219014545,-1682.4414666104894,-1642.2466192853242
-1665.2151034711328,-1642.2466192853242,-1661.387022773498,-1671.9142446919936,-1615.4500544018806,-1668.086163994359,-1651.8168210294111,-1627.8913166691937
-1675.7423253896284,-1635.5474780644631,-1648.945760506185,-1682.4414666104894,-1665.2151034711328,-1653.7308613782284,-1671.9142446919936,-1622.1491956227414
-1725.5073744588808,-1639.375558762098,-1658.515962250272,-1700.6248499242547,-1758.0460603887764,-1655.6449017270459,-1681.4844464360806,-1639.375558762098
-1662.3440429479067,-1644.1606596341414,-1641.2895991109153,-1692.968688528985,-1736.0345963773764,-1600.1377316113415,-1723.5933341100633,-1605.8798526577937
-1659.4729824246806,-1635.5474780644631,-1642.2466192853242,-1681.4844464360806,-1712.109092017159,-1529.3182387050979,-1712.109092017159,-1614.493034227472
-1639.375558762098,-1622.1491956227414,-1647.0317201573675,-1666.1721236455414,-1687.2265674825328,-1498.6935931240196,-1688.1835876569417,-1617.3640947506979
-11.484242092904424,4.785100872043358,-16.269342964947782,20.097423662582514,114.84242092904378,346.4413031359484,6.699141220860838,50.72206924366105
-1495.255286568926,-1477.5956552473563,-1486.2911019374014,-1520.6752869865118,-1454.429766062354,-1590.9820383028582,-1501.0714540461304,-1465.3107045311622
-1507.6663875662455,-1520.2200762239197,-1483.3076150238146,-1521.7145722812872,-1539.574400314734,2017.3103662109309,-1511.2696154831588,-1470.6414999757799
-1508.6234077406543,-1498.5376726939867,-1473.1917187071533,-1523.6286126301047,-1528.7866591443737,1880.327617500897,-1538.858670300277,-1425.7438168989381
-1517.4532234014391,-1483.5544103849152,-1538.0140765162291,-1540.3613850472598,-1560.5931776805824,2007.1314338658162,-1541.0195060101948,-1478.1468550210798
-1514.7768543889406,-1499.793592079869,-1510.8144047205662,-1543.5615060519538,-1531.7262608972028,-1711.454075663776,-1552.4214829827326,-1442.550635746845
-1493.6922492819556,-1487.8459205347574,-1510.5676093594652,-1541.7297308235031,-1476.2711946318714,-1600.8126810745923,-1544.1373618945217,-1462.3711027783331
-1546.125448674091,-1493.8046756723165,-1520.9303010372273,-1538.9409354206439,-1495.447264591188,-1532.908133852333,-1536.8925261010868,-1430.2437424502718
-1503.3145548764153,-1494.5971656059912,-1495.9435688018555,-1531.2025089050073,-1564.015437977532,-1503.6737766278768,-1558.492664510652,-1469.2046129699338
-1527.5087971781122,-1492.4363298960732,-1500.586082013544,-1542.9856502093855,-1585.766382737067,-1395.2617589782144,-1571.7785205620135,-1517.1378868107356
-1512.967021740869,-1498.5075114239928,-1498.7543067850936,-1543.232445570486,-1627.3076332580968,-1404.346588689715,-1580.7207626131587,-1563.793298685276
-1522.2904281238557,-1501.2140417064852,-1492.436329896073,-1548.5111371647308,-1669.2985893405694,-1434.3213319974732,-1549.5805837295004,-1586.48482623999
-1515.0455923304205,-1503.1582433252966,-1492.3540647757065,-1540.8851370394552,-1631.5278104656525,-1468.0857760432573,-1516.4139381066636,-1539.3001571721054
-1518.245713335114,-1490.335816726143,-1485.1613328326441,-1538.3431369976968,-1501.0823862242114,-1496.7881625859034,-1505.609759557073,-1554.06678539007
-1496.234249323714,-1481.8871653971983,-1492.8997593482804,-1521.281304099074,-1385.7162133029724,-1462.5219091283027,-1497.6245376803363,-1526.9192174447803
-1505.804451067801,-1505.8647736077892,-1503.2624510260425,-1537.7672811551283,-1414.3802198860094,-1219.4086235585,-1489.729799613581,-1601.8437476797533
-1461.8336268953738,-1494.9563873574527,-1485.1914941026382,-1528.2491832614144,-1367.9935459529486,-1241.6970442009945,-1505.2285952252328,-1602.3373384019544
-1576.2263422629742,-1492.7132865271678,-1519.778589352091,-1548.6976099858437,-1476.7702905552217,-1467.3892751207134,-1494.8357422774768,-1678.375200362455
-1524.234629742667,-1514.3134249367333,-1495.41981680966,-1552.2267914720048,-1546.6108207066775,-1753.5245833781498,-1573.519811980482,-1611.392006843461
-1535.9656671966718,-1517.9248715432616,-1510.6498744798325,-1554.1709930908162,-1568.764872378432,1906.732085874419,-1612.787800401232,-1588.6401567487594
