21:41:38:752,0.173356,-0.00752229,0.692897,0.174685,-0.00661011,0.69949
21:41:38:852,0.174078,-0.00726624,0.695458,0.174415,-0.00673806,0.702213
21:41:38:952,0.174323,-0.00711008,0.698095,0.174026,-0.0062784,0.705027
21:41:39:053,0.174297,-0.00684962,0.70085,0.174136,-0.00583317,0.707621
21:41:39:153,0.174223,-0.00651004,0.703538,0.174649,-0.00497708,0.710507
21:41:39:253,0.174382,-0.00602424,0.70623,0.175194,-0.00421121,0.713537
21:41:39:353,0.17469,-0.00534016,0.709085,0.1758,-0.00366888,0.716716
21:41:39:453,0.175042,-0.00465284,0.712117,0.176339,-0.00270034,0.720167
21:41:39:554,0.175536,-0.00394294,0.715226,0.176525,-0.00165481,0.723471
21:41:39:654,0.175978,-0.00309417,0.718466,0.176233,-0.000650087,0.727131
21:41:39:754,0.176192,-0.00215809,0.721874,0.175893,0.000171776,0.729804
21:41:39:854,0.1761,-0.00123673,0.725135,0.175458,0.000648092,0.731075
21:41:39:954,0.175872,-0.000415216,0.727732,0.174807,0.000707151,0.731567
21:41:40:055,0.175501,0.000163001,0.729496,0.173661,0.000753532,0.732313
21:41:40:155,0.174991,0.000482341,0.730701,0.172387,0.000838351,0.733085
21:41:40:255,0.174362,0.000632103,0.731645,0.17117,0.000646799,0.73318
21:41:40:356,0.173464,0.000690176,0.732296,0.169008,0.000394201,0.732954
21:41:40:456,0.172028,0.000687555,0.732826,0.166443,0.00035977,0.732846
21:41:40:556,0.169943,0.00067922,0.733376,0.163501,0.000655327,0.732851
21:41:40:656,0.167366,0.000668921,0.733741,0.159758,0.00121029,0.733175
21:41:40:757,0.164394,0.000768359,0.733876,0.156492,0.0016692,0.73343
21:41:40:857,0.16126,0.00108032,0.733971,0.153294,0.00164883,0.733138
21:41:40:957,0.15803,0.00131722,0.733898,0.14985,0.00170088,0.732825
21:41:41:057,0.154751,0.00143362,0.733695,0.146346,0.0018859,0.732506
21:41:41:157,0.151367,0.00156373,0.733382,0.142666,0.00196113,0.731968
21:41:41:258,0.147928,0.00173033,0.732926,0.139852,0.00201124,0.731446
21:41:41:358,0.144614,0.00187964,0.732406,0.137166,0.00226661,0.731101
21:41:41:458,0.141474,0.00199314,0.731961,0.13476,0.00243084,0.730791
21:41:41:558,0.138703,0.00212369,0.731499,0.132295,0.00261869,0.730476
21:41:41:659,0.136135,0.00229326,0.731044,0.12947,0.00293441,0.729984
21:41:41:759,0.13346,0.00253619,0.730666,0.127071,0.00312859,0.729206
21:41:41:859,0.130834,0.00274196,0.730167,0.124332,0.00339305,0.727965
21:41:41:959,0.128197,0.00298026,0.729436,0.121133,0.00388399,0.726626
21:41:42:059,0.125451,0.00329554,0.728423,0.118222,0.00414086,0.7251
21:41:42:160,0.12257,0.00363809,0.727207,0.116055,0.00434065,0.723908
21:41:42:260,0.119921,0.00391406,0.725829,0.113938,0.00463009,0.72284
21:41:42:360,0.117401,0.00419169,0.724605,0.112042,0.00507989,0.722247
21:41:42:460,0.115165,0.00448434,0.723605,0.110778,0.00531693,0.721391
21:41:42:561,0.113244,0.00482009,0.722748,0.109208,0.00536312,0.719995
21:41:42:661,0.111581,0.00505007,0.721696,0.108191,0.00506684,0.718528
21:41:42:761,0.110123,0.00515007,0.720466,0.108817,0.00450549,0.717738
21:41:42:861,0.109324,0.00512058,0.719329,0.111859,0.00330342,0.717412
21:41:42:961,0.109511,0.0047447,0.71844,0.115278,0.00231844,0.717803
21:41:43:062,0.111104,0.00399354,0.717939,0.119929,0.00121066,0.718623
21:41:43:162,0.114183,0.00303309,0.717613,0.125277,0.000237304,0.719871
21:41:43:262,0.118256,0.00200341,0.717945,0.131487,-0.000641558,0.721174
21:41:43:362,0.123284,0.000941899,0.718723,0.137475,-0.00155521,0.721919
21:41:43:463,0.128805,-8.72151e-05,0.719662,0.142877,-0.00238087,0.722463
21:41:43:563,0.134493,-0.0010356,0.720472,0.148932,-0.00315547,0.722865
21:41:43:663,0.140198,-0.0019155,0.721306,0.15402,-0.00375919,0.723034
21:41:43:763,0.145798,-0.00270858,0.721841,0.159335,-0.00423366,0.723035
21:41:43:863,0.151371,-0.00339286,0.722118,0.165202,-0.00459344,0.722877
21:41:43:964,0.1569,-0.00395234,0.722315,0.170709,-0.00476716,0.722761
21:41:44:064,0.162506,-0.00434397,0.722361,0.177383,-0.00469626,0.722581
21:41:44:164,0.16837,-0.00455423,0.722387,0.182922,-0.00402643,0.72258
21:41:44:264,0.174383,-0.00468762,0.722307,0.187874,-0.00280589,0.723096
21:41:44:365,0.179892,-0.0044161,0.722486,0.192606,-0.00179425,0.723307
21:41:44:465,0.185208,-0.00369385,0.722627,0.1984,-0.000634053,0.723296
21:41:44:565,0.190529,-0.00272764,0.722812,0.203335,0.000427652,0.723261
21:41:44:665,0.195764,-0.00163291,0.722877,0.208588,0.00172301,0.723201
21:41:44:765,0.200915,-0.000423775,0.722949,0.213967,0.00308023,0.722787
21:41:44:866,0.206161,0.000906746,0.722858,0.218442,0.00425646,0.72223
21:41:44:966,0.211282,0.00224348,0.722534,0.223073,0.00565694,0.721475
21:41:45:066,0.216121,0.00356293,0.722052,0.227789,0.00718098,0.720844
21:41:45:166,0.220862,0.00493722,0.721555,0.232562,0.00902966,0.720458
21:41:45:267,0.225507,0.00650407,0.721108,0.237807,0.0113914,0.720357
21:41:45:367,0.230355,0.0083753,0.720727,0.242095,0.0136021,0.720467
21:41:45:467,0.235209,0.0104152,0.720438,0.247499,0.016372,0.720432
21:41:45:567,0.240166,0.0127177,0.720248,0.251482,0.0183439,0.719903
